,id,name,artist,lien,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
48,2NKQSHTlXPU7dS9dsNMehH,Let’s Dance,BULGOGIDISCO,https://open.spotify.com/track/2NKQSHTlXPU7dS9dsNMehH,0.691,0.781,6,-6.97,0.0361,0.0305,0.109,0.0443,0.658,112.879
49,7d5Wi52nrOxy5YEc5n5cJ9,Happyhappyhappylife,Doorlesshouse,https://open.spotify.com/track/7d5Wi52nrOxy5YEc5n5cJ9,0.819,0.7,0,-5.301,0.0308,0.269,0.000471,0.111,0.562,109.952
50,5kHu5CQabjGwgzuDFDfvVq,나는 너와 Nighttime Walk,Doorlesshouse,https://open.spotify.com/track/5kHu5CQabjGwgzuDFDfvVq,0.566,0.443,2,-7.356,0.0278,0.525,6.46e-05,0.139,0.325,179.859
51,1EhxU0GPIVuMpdPcINmXfC,Bright Future,Doorlesshouse,https://open.spotify.com/track/1EhxU0GPIVuMpdPcINmXfC,0.492,0.547,0,-6.842,0.0285,0.024,0.0,0.353,0.395,203.974
52,0ov4baspXCzre4x40KDIEz,To My Friend Whose Time Doesn't Flow,Doorlesshouse,https://open.spotify.com/track/0ov4baspXCzre4x40KDIEz,0.547,0.347,5,-6.34,0.0261,0.698,0.0201,0.117,0.21,139.881
53,619ittKIQxOCvQE5WeBoI0,Dusk,Doorlesshouse,https://open.spotify.com/track/619ittKIQxOCvQE5WeBoI0,0.4,0.5,7,-6.641,0.0312,0.591,0.0597,0.137,0.264,110.981
54,3bx9zEBYGDeBCsZMNB6naI,Tunnel,Doorlesshouse,https://open.spotify.com/track/3bx9zEBYGDeBCsZMNB6naI,0.76,0.429,0,-10.182,0.0404,0.0562,0.808,0.287,0.36,101.996
55,6KyrILjYwcfAJMEfGNkLfA,디스코 Disco,Doorlesshouse,https://open.spotify.com/track/6KyrILjYwcfAJMEfGNkLfA,0.641,0.488,11,-7.691,0.0279,0.143,4.14e-05,0.277,0.569,92.001
56,1nf1rNcwY5JqbghfmUV0vi,말 Talk,Doorlesshouse,https://open.spotify.com/track/1nf1rNcwY5JqbghfmUV0vi,0.352,0.439,0,-5.369,0.0335,0.455,0.00382,0.0864,0.399,123.848
57,77yv6fASf9WOxyPm3qqyMc,isle,pigfrog,https://open.spotify.com/track/77yv6fASf9WOxyPm3qqyMc,0.522,0.635,1,-7.629,0.0477,0.101,0.922,0.308,0.571,119.981
58,2E69ooAhWV1QIZ86MMLk85,Winter 눈,SE SO NEON,https://open.spotify.com/track/2E69ooAhWV1QIZ86MMLk85,0.472,0.488,6,-5.174,0.0287,0.644,0.0556,0.335,0.272,146.752
59,5NFUz1lKuetUhaRBPYuC6b,Don't be Disappointed,from all to human,https://open.spotify.com/track/5NFUz1lKuetUhaRBPYuC6b,0.646,0.616,1,-6.543,0.0486,0.144,1.26e-05,0.0926,0.634,111.834
60,2OegGS8M2v1m6bPNfD72hT,왜 Why,Western Kite,https://open.spotify.com/track/2OegGS8M2v1m6bPNfD72hT,0.667,0.418,2,-8.746,0.0778,0.645,0.00446,0.121,0.665,145.764
61,59Pz2ZX4MVsf007NeOjaAw,Home Sweet Home,"Car, the garden",https://open.spotify.com/track/59Pz2ZX4MVsf007NeOjaAw,0.525,0.492,7,-5.333,0.0264,0.589,0.0,0.106,0.213,80.024
62,6kQUUF2QcZBQOLVtl0LyZl,Moondeuk,onthedal,https://open.spotify.com/track/6kQUUF2QcZBQOLVtl0LyZl,0.679,0.603,10,-7.677,0.0346,0.791,0.00513,0.121,0.567,99.997
63,0yRa2PIQ1P49p5vGB3aCxd,Homework,onthedal,https://open.spotify.com/track/0yRa2PIQ1P49p5vGB3aCxd,0.349,0.5,7,-7.957,0.0385,0.704,0.000898,0.171,0.358,78.924
64,1yhvRIlSAQUwzoXgWmYObv,Moondeuk,onthedal,https://open.spotify.com/track/1yhvRIlSAQUwzoXgWmYObv,0.677,0.604,5,-7.682,0.0325,0.79,0.00425,0.122,0.585,99.986
65,4kXMqBdGa2zjsMRyvzrSPX,Lobster,onthedal,https://open.spotify.com/track/4kXMqBdGa2zjsMRyvzrSPX,0.6,0.555,0,-7.022,0.0244,0.701,0.00365,0.237,0.681,149.88
66,6WhQOBoa7hkVTHKsxrLBPQ,Mwol,onthedal,https://open.spotify.com/track/6WhQOBoa7hkVTHKsxrLBPQ,0.589,0.671,1,-6.682,0.0525,0.539,2.2e-05,0.974,0.721,83.07
67,1Xu27jMHrTdACCLwfF2wfg,Walking On The Moon,onthedal,https://open.spotify.com/track/1Xu27jMHrTdACCLwfF2wfg,0.716,0.643,0,-6.79,0.158,0.387,0.0517,0.164,0.486,61.482
